Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
7.0,Rui Pedro,Right-Back,"Jun 26, 2001 ",22,Portugal,Portugal,Santo Tirso,"1,78",-,Defender,RM   RW,Portugal,,RM,RW
,João Faria,Right-Back,"Nov 20, 2001 ",22,Portugal,Portugal,Lisboa,"1,75",-,Defender,RM   CB,Portugal,,RM,CB
18.0,Pedro Mendes,Right-Back,"Jul 18, 2001 ",22,Portugal,Portugal,Guimaraes,"1,76",-,Defender,,Portugal,,,
25.0,Gonçalo Oliveira,Right-Back,"Mar 11, 2001 ",23,Portugal,Portugal,Porto,"1,73",-,Defender,LB,Portugal,,LB,
2.0,Miguel Baptista,Right-Back,"Oct 28, 2001 ",22,Portugal,Portugal,Setubal,"1,80",-,Defender,RM,Portugal,,RM,
20.0,Tomás Tavares,Right-Back,"Mar 7, 2001 ",23,"Portugal, Cape Verde",Portugal,Lisboa,"1,82",€2.50m,Defender,LB,Portugal, Cape Verde,LB,
19.0,Tiago Almeida,Right-Back,"Aug 28, 2001 ",22,Portugal,Portugal,Anadia,"1,77",€900k,Defender,RM   RW,Portugal,,RM,RW
25.0,Bandeira,Right-Back,"Jan 31, 2001 ",23,Portugal,Portugal,Almada,"1,82",€300k,Defender,RM,Portugal,,RM,
6.0,Rafael Graça,Right-Back,"Apr 5, 2001 ",23,Portugal,Portugal,,,-,Defender,RM,Portugal,,RM,
2.0,Diogo Costa,Right-Back,"Jan 27, 2001 ",23,Portugal,Portugal,,"1,80",-,Defender,,Portugal,,,
18.0,João Gil,Right-Back,"Feb 28, 2001 ",23,Portugal,Portugal,Lisboa,"1,81",-,Defender,RM,Portugal,,RM,
16.0,Afonso Mira,Right-Back,"May 19, 2001 ",22,Portugal,Portugal,Beja,"1,78",-,Defender,RM   RW,Portugal,,RM,RW
2.0,Filipe Bastos,Right-Back,"Feb 6, 2001 ",23,Portugal,Portugal,Porto,,-,Defender,LB,Portugal,,LB,
,Francisco Oliveira,Right-Back,"Sep 20, 2001 ",22,Portugal,Portugal,Braga,"1,72",-,Defender,,Portugal,,,
,Hugo Ferreira,Right-Back,"Jul 20, 2001 ",22,Portugal,Portugal,Ponte de Lima,"1,70",-,Defender,LW   RW,Portugal,,LW,RW
,Diogo Rodrigues,Right-Back,"May 16, 2001 ",22,Portugal,Portugal,,"1,73",-,Defender,RW,Portugal,,RW,
,Diogo Martins,Right-Back,"Mar 22, 2001 ",23,Portugal,Portugal,Setubal,"1,80",-,Defender,RM   RW,Portugal,,RM,RW
7.0,Edu,Right-Back,"Feb 5, 2001 ",23,Portugal,Portugal,,"1,89",-,Defender,RM   RW,Portugal,,RM,RW
28.0,Leandro Bral,Right-Back,"Jan 5, 2001 ",23,Portugal,Portugal,Lisboa,"1,73",-,Defender,CB,Portugal,,CB,
20.0,Rafael Melo,Right-Back,"Mar 7, 2001 ",23,Portugal,Portugal,Tondela,"1,80",-,Defender,RM,Portugal,,RM,
20.0,André Santos,Right-Back,"May 27, 2001 ",22,Portugal,Portugal,,"1,78",-,Defender,CB   LB,Portugal,,CB,LB
,Martin Trigo,Right-Back,"May 23, 2001 ",22,"Portugal, Poland",Portugal,Carrazeda de Ansiaes,"1,74",-,Defender,,Portugal, Poland,,
,Alex Djaló,Right-Back,"Mar 31, 2001 ",23,Portugal,Portugal,,,-,Defender,,Portugal,,,
87.0,Gonçalo Martins,Right-Back,"Apr 7, 2001 ",23,Portugal,Portugal,Amadora,"1,75",-,Defender,,Portugal,,,
,Diogo Vieira,Right-Back,"Jun 27, 2001 ",22,Portugal,Portugal,,"1,74",-,Defender,RM   RW,Portugal,,RM,RW
13.0,Paulinho,Right-Back,"Jul 30, 2001 ",22,Portugal,Portugal,,"1,77",-,Defender,RW   LW,Portugal,,RW,LW
,André Mendes,Right-Back,"Aug 23, 2001 ",22,Portugal,Portugal,Guimaraes,"1,71",-,Defender,,Portugal,,,
,Elton Cruz,Right-Back,"Apr 24, 2001 ",22,"Luxembourg, Portugal",Portugal,Rio de Mouro,,-,Defender,RW,Luxembourg, Portugal,RW,
,Alexandre Vida,Right-Back,"May 28, 2001 ",22,Portugal,Portugal,,,-,Defender,,Portugal,,,
49.0,Filipe Pereira,Right-Back,"Jun 15, 2001 ",22,Portugal,Portugal,Lisboa,"1,81",-,Defender,,Portugal,,,
21.0,João Castro,Right-Back,"Jan 19, 2001 ",23,Portugal,Portugal,Sacavem,"1,74",-,Defender,RM   LB,Portugal,,RM,LB
2.0,Tomás Pimenta,Right-Back,"Apr 16, 2001 ",22,Portugal,Portugal,Povoa de Varzim,"1,77",-,Defender,,Portugal,,,
16.0,Diogo Regufe,Right-Back,N/A ,23,Portugal,Portugal,Vila do Conde,"1,74",-,Defender,LB   LM,Portugal,,LB,LM
26.0,Miguel Silva,Right-Back,"Sep 22, 2001 ",22,"Portugal, Cape Verde",Portugal,Guimaraes,"1,82",-,Defender,CM   RM,Portugal, Cape Verde,CM,RM
,Gonçalo Veloso,Right-Back,"Jun 17, 2001 ",22,Portugal,Portugal,Funchal,"1,77",-,Defender,CB   RW,Portugal,,CB,RW
,Pedro Miranda,Right-Back,"Feb 9, 2001 ",23,Portugal,Portugal,Povoa do Varzim,"1,80",-,Defender,LB,Portugal,,LB,
,João Vaz,Right-Back,"Jul 31, 2001 ",22,Portugal,Portugal,Barcelos,"1,69",-,Defender,,Portugal,,,
10.0,Vasco Rodrigues,Right-Back,"May 12, 2001 ",22,Portugal,Portugal,Sacavem,"1,71",-,Defender,LB   DM,Portugal,,LB,DM
13.0,João Silva,Right-Back,"Mar 1, 2001 ",23,Portugal,Portugal,Vila Nova de Gaia,"1,80",-,Defender,RM   RW,Portugal,,RM,RW
,Raí Pinto,Right-Back,"Apr 13, 2001 ",22,Portugal,Portugal,Porto,"1,74",-,Defender,LB,Portugal,,LB,
22.0,Tiago Santos,Right-Back,"Jul 23, 2002 ",21,Portugal,Portugal,Lisboa,"1,75",€8.00m,Defender,RW   RM,Portugal,,RW,RM
2.0,Maga,Right-Back,"Nov 16, 2002 ",21,Portugal,Portugal,Porto,"1,75",€1.80m,Defender,RM,Portugal,,RM,
79.0,Wagner Pina,Right-Back,"Nov 3, 2002 ",21,"Cape Verde, Portugal",Portugal,Lisboa,"1,80",€800k,Defender,CM   DM,Cape Verde, Portugal,CM,DM
70.0,Filipe Cruz,Right-Back,"Feb 19, 2002 ",22,Portugal,Portugal,Lisboa,"1,80",€700k,Defender,RW   LW,Portugal,,RW,LW
23.0,Gabriel Piçarra,Right-Back,"Dec 4, 2002 ",21,Portugal,Portugal,Moita,"1,83",-,Defender,CB,Portugal,,CB,
22.0,Bernardo Dentinho,Right-Back,"Oct 19, 2002 ",21,Portugal,Portugal,,,-,Defender,,Portugal,,,
,José Libério,Right-Back,"Feb 24, 2002 ",22,Portugal,Portugal,,"1,80",-,Defender,RM   CB,Portugal,,RM,CB
,João Raposo,Right-Back,"Aug 1, 2002 ",21,Portugal,Portugal,,"1,70",-,Defender,,Portugal,,,
,Marco Pinheiro,Right-Back,"Aug 15, 2002 ",21,Portugal,Portugal,Castelo de Paiva,,-,Defender,,Portugal,,,
2.0,Daniel Lança,Right-Back,"Jan 3, 2002 ",22,Portugal,Portugal,Vidigueira,"1,73",-,Defender,CM   RM,Portugal,,CM,RM
2.0,Obama Ribeiro,Right-Back,"Aug 14, 2002 ",21,Portugal,Portugal,,,-,Defender,RM,Portugal,,RM,
22.0,Gonçalo Silva,Right-Back,"Mar 17, 2002 ",22,Portugal,Portugal,Sao Miguel do Outeiro,"1,80",-,Defender,,Portugal,,,
,Diogo Costa,Right-Back,"Jun 8, 2002 ",21,Portugal,Portugal,,"1,76",-,Defender,CB,Portugal,,CB,
19.0,Tomás Esteves,Right-Back,"Apr 3, 2002 ",22,Portugal,Portugal,Arcos de Valdevez,"1,80",€2.00m,Defender,RM,Portugal,,RM,
77.0,Danilo Veiga,Right-Back,"Sep 25, 2002 ",21,"Portugal, Brazil",Portugal,Gondomar,"1,83",€1.30m,Defender,DM   CM,Portugal, Brazil,DM,CM
72.0,Rodrigo Pinheiro,Right-Back,"Aug 28, 2002 ",21,Portugal,Portugal,Guimaraes,"1,83",€800k,Defender,LB   DM,Portugal,,LB,DM
2.0,Hugo Oliveira,Right-Back,"Feb 10, 2002 ",22,Portugal,Portugal,Santa Maria da Feira,"1,74",€200k,Defender,LB   RM,Portugal,,LB,RM
19.0,Salvador Martinha,Right-Back,"Aug 7, 2002 ",21,Portugal,Portugal,,,-,Defender,,Portugal,,,
21.0,Janico,Right-Back,"Jul 20, 2002 ",21,Portugal,Portugal,,"1,85",-,Defender,CB,Portugal,,CB,
,Luís Ribeiro,Right-Back,"Apr 22, 2002 ",21,Portugal,Portugal,,"1,73",-,Defender,LB,Portugal,,LB,
2.0,João Cortêz,Right-Back,"Jul 18, 2002 ",21,Portugal,Portugal,Arruda dos Vinhos,"1,79",-,Defender,,Portugal,,,
,Pedro Monteiro,Right-Back,"Oct 11, 2002 ",21,Portugal,Portugal,Moita,,-,Defender,,Portugal,,,
2.0,Duarte Martins,Right-Back,"Feb 2, 2002 ",22,Portugal,Portugal,,,-,Defender,,Portugal,,,
17.0,David Veloso,Right-Back,"Jun 8, 2002 ",21,Portugal,Portugal,,"1,75",-,Defender,RW,Portugal,,RW,
,Álvaro Oliveira,Right-Back,"Jan 17, 2002 ",22,Portugal,Portugal,Braga,"1,75",-,Defender,RM   LB,Portugal,,RM,LB
,José Galante,Right-Back,"May 7, 2002 ",21,Portugal,Portugal,Barreiro,"1,75",-,Defender,DM,Portugal,,DM,
11.0,Rogério,Right-Back,"Aug 28, 2002 ",21,"Sao Tome and Principe, Portugal",Portugal,Seixal,"1,70",-,Defender,RM,Sao Tome and Principe, Portugal,RM,
,Nuno Wang,Right-Back,"Mar 11, 2002 ",22,China,Portugal,,,-,Defender,,China,,,
19.0,Ruca,Right-Back,"May 20, 2002 ",21,Portugal,Portugal,Espinho,"1,74",-,Defender,LB,Portugal,,LB,
7.0,Rena,Right-Back,"Apr 1, 2002 ",22,Portugal,Portugal,,"1,77",-,Defender,RM   RW,Portugal,,RM,RW
,Cunha,Right-Back,"Oct 14, 2002 ",21,Portugal,Portugal,Guimaraes,"1,78",-,Defender,LB,Portugal,,LB,
71.0,Rodrigo Cabral,Right-Back,"Apr 25, 2002 ",21,Portugal,Portugal,Montijo,"1,72",-,Defender,RM,Portugal,,RM,
,João Paiva,Right-Back,"Jan 19, 2002 ",22,Portugal,Portugal,,"1,82",-,Defender,RM,Portugal,,RM,
,Alexandre David,Right-Back,"May 27, 2002 ",21,Portugal,Portugal,,"1,77",-,Defender,,Portugal,,,
71.0,João Tomé,Right-Back,"Feb 12, 2003 ",21,Portugal,Portugal,Barreiro,"1,85",€800k,Defender,LW   RW,Portugal,,LW,RW
72.0,André Ferreira,Right-Back,"Apr 8, 2003 ",21,Portugal,Portugal,Braga,"1,77",€250k,Defender,RM,Portugal,,RM,
72.0,Gonçalo Negrão,Right-Back,"Jan 17, 2003 ",21,Portugal,Portugal,Porto,"1,83",€200k,Defender,RM   RW,Portugal,,RM,RW
25.0,Graça,Right-Back,"Apr 13, 2003 ",20,Portugal,Portugal,Camara de Lobos,"1,81",€100k,Defender,,Portugal,,,
26.0,João Carmo,Right-Back,"Feb 11, 2003 ",21,Portugal,Portugal,,,-,Defender,RW,Portugal,,RW,
8.0,Nuno Oliveira,Right-Back,"Oct 13, 2003 ",20,Portugal,Portugal,,"1,86",-,Defender,,Portugal,,,
,João Pinheiro,Right-Back,"Jan 19, 2003 ",21,Portugal,Portugal,Rio de Mouro,"1,70",-,Defender,,Portugal,,,
17.0,David Castro,Right-Back,"Aug 28, 2003 ",20,Portugal,Portugal,,"1,82",-,Defender,RM   RW,Portugal,,RM,RW
,Tomás Santos,Right-Back,"Apr 20, 2003 ",20,Portugal,Portugal,Porto de Mos,"1,85",-,Defender,,Portugal,,,
97.0,João Martins,Right-Back,"Oct 15, 2003 ",20,Portugal,Portugal,Funchal,"1,82",-,Defender,,Portugal,,,
,Rúben Alves,Right-Back,"Sep 7, 2003 ",20,Portugal,Portugal,Ermesinde,"1,78",-,Defender,RW   LW,Portugal,,RW,LW
,João Santos,Right-Back,"Jan 24, 2003 ",21,Portugal,Portugal,Matosinhos,"1,88",-,Defender,RM,Portugal,,RM,
25.0,Jorge Matias,Right-Back,"Jan 16, 2003 ",21,Portugal,Portugal,Lisboa,"1,84",-,Defender,RM,Portugal,,RM,
27.0,Guga,Right-Back,"Oct 23, 2003 ",20,Portugal,Portugal,Lisboa,"1,78",€600k,Defender,RM,Portugal,,RM,
41.0,Dário Miranda,Right-Back,"Jan 13, 2003 ",21,Portugal,Portugal,Arrentela,"1,80",€225k,Defender,RM   LB,Portugal,,RM,LB
25.0,Pedro Carvalho,Right-Back,"Feb 14, 2003 ",21,Portugal,Portugal,Caldas da Rainha,"1,69",€150k,Defender,CM   AM,Portugal,,CM,AM
35.0,Gonçalo Miguel,Right-Back,"May 6, 2003 ",20,Portugal,Portugal,Porto,"1,81",€50k,Defender,RW   LW,Portugal,,RW,LW
5.0,Leo Serrano,Right-Back,"May 7, 2003 ",20,Portugal,Portugal,Campo Maior,"1,81",-,Defender,LM   RM,Portugal,,LM,RM
,Francisco Baptista,Right-Back,"Apr 3, 2003 ",21,Portugal,Portugal,,,-,Defender,RM   RW,Portugal,,RM,RW
,Diogo Moreira,Right-Back,"Jun 28, 2003 ",20,Portugal,Portugal,Lisboa,"1,76",-,Defender,RM,Portugal,,RM,
,Paulo Wu,Right-Back,"Jan 6, 2003 ",21,Portugal,Portugal,,"1,75",-,Defender,RW,Portugal,,RW,
,Guilherme Cristóvão,Right-Back,"Nov 16, 2003 ",20,Portugal,Portugal,Lisboa,"1,78",-,Defender,RM   RW,Portugal,,RM,RW
55.0,Diogo Brazido,Right-Back,"May 24, 2003 ",20,Portugal,Portugal,Cascais,"1,79",-,Defender,RM   LM,Portugal,,RM,LM
13.0,Gonçalo Braga,Right-Back,"Sep 10, 2003 ",20,Portugal,Portugal,Paredes de Coura,"1,85",-,Defender,CB,Portugal,,CB,
95.0,Martim Ferreira,Right-Back,"Oct 4, 2003 ",20,Portugal,Portugal,Cascais,"1,68",-,Defender,LW   LB,Portugal,,LW,LB
,Rúben Gonçalves,Right-Back,"Dec 8, 2003 ",20,Portugal,Portugal,Braganca,"1,64",-,Defender,LB,Portugal,,LB,
,João Freitas,Right-Back,"Nov 17, 2003 ",20,Portugal,Portugal,Cascais,"1,82",-,Defender,CB   LB,Portugal,,CB,LB
,Rafael Lopes,Right-Back,"Feb 25, 2003 ",21,Portugal,Portugal,Setubal,"1,72",-,Defender,,Portugal,,,
22.0,Johny,Right-Back,"Feb 9, 2003 ",21,Portugal,Portugal,Mira,"1,80",-,Defender,RM   CB,Portugal,,RM,CB
52.0,Alberto Costa,Right-Back,"Sep 29, 2003 ",20,Portugal,Portugal,Santo Tirso,"1,86",-,Defender,,Portugal,,,
94.0,João Oliveira,Right-Back,"May 1, 2003 ",20,Portugal,Portugal,Braga,"1,78",-,Defender,RM,Portugal,,RM,
22.0,Miguel Mota,Right-Back,"Aug 26, 2003 ",20,Portugal,Portugal,Lousada,"1,83",-,Defender,RM   RW,Portugal,,RM,RW
,Diogo Ribeiro,Right-Back,"Jan 15, 2003 ",21,Portugal,Portugal,Porto,"1,78",-,Defender,CB   RM,Portugal,,CB,RM
27.0,Gonçalo Esteves,Right-Back,"Feb 27, 2004 ",20,Portugal,Portugal,Arcos de Valdevez,"1,76",€1.50m,Defender,RM   LB,Portugal,,RM,LB
5.0,Fran,Right-Back,"Jan 21, 2004 ",20,Portugal,Portugal,Torres Novas,"1,75",-,Defender,,Portugal,,,
29.0,Leonardo Borges,Right-Back,"Jan 29, 2004 ",20,Portugal,Portugal,,,-,Defender,,Portugal,,,
,Filipe Ribeiro,Right-Back,"Jul 7, 2004 ",19,Portugal,Portugal,Sines,"1,70",-,Defender,DM   RW,Portugal,,DM,RW
24.0,Tomás Ildefonso,Right-Back,"Apr 4, 2004 ",20,Portugal,Portugal,Lisboa,"1,83",-,Defender,RM   RW,Portugal,,RM,RW
30.0,João Cardoso,Right-Back,"Aug 16, 2004 ",19,Portugal,Portugal,,"1,82",-,Defender,RM   RW,Portugal,,RM,RW
,Miguel Morais,Right-Back,"Aug 8, 2004 ",19,Portugal,Portugal,Porto,"1,76",-,Defender,CB,Portugal,,CB,
18.0,Adulai Sambu,Right-Back,"Jun 28, 2004 ",19,"England, Portugal",Portugal,Lissabon,"1,83",-,Defender,RM   RW,England, Portugal,RM,RW
,Diogo Cristina,Right-Back,"Oct 31, 2004 ",19,Portugal,Portugal,Faro,"1,72",-,Defender,RW   LW,Portugal,,RW,LW
21.0,Óscar Garcia,Right-Back,"Dec 6, 2004 ",19,Portugal,Portugal,Loures,"1,77",-,Defender,RW,Portugal,,RW,
32.0,Daniel Marques,Right-Back,"Jul 4, 2004 ",19,Portugal,Portugal,Espinho,"1,77",-,Defender,RM   RW,Portugal,,RM,RW
,Luís Martins,Right-Back,"Apr 26, 2004 ",19,Portugal,Portugal,Povoa de Lanhoso,"1,78",-,Defender,,Portugal,,,
71.0,Zé Macedo,Right-Back,"Apr 5, 2004 ",20,Portugal,Portugal,Vila Verde,"1,78",-,Defender,RM   RW,Portugal,,RM,RW
82.0,Diogo Spencer,Right-Back,"Apr 17, 2004 ",19,Portugal,Portugal,,"1,78",€100k,Defender,LB,Portugal,,LB,
40.0,Gonçalo Medeiros,Right-Back,"Aug 23, 2004 ",19,Portugal,Portugal,Angra do Heroismo,,-,Defender,,Portugal,,,
13.0,Miguel Mendes,Right-Back,"Jan 10, 2004 ",20,Portugal,Portugal,Guimaraes,"1,78",-,Defender,,Portugal,,,
,Joaquim Marques,Right-Back,"Apr 3, 2004 ",20,Portugal,Portugal,Trofa,"1,79",-,Defender,,Portugal,,,
2.0,Mauro Ribeiro,Right-Back,"Dec 16, 2004 ",19,Portugal,Portugal,Barreiro,"1,80",-,Defender,RW,Portugal,,RW,
,Pedro Alves,Right-Back,"Jan 23, 2004 ",20,Portugal,Portugal,,"1,75",-,Defender,,Portugal,,,
19.0,Gonçalo Biscoito,Right-Back,"Sep 19, 2004 ",19,Portugal,Portugal,Serpa,,-,Defender,CB,Portugal,,CB,
,Álvaro Pacheco,Right-Back,"Aug 30, 2004 ",19,Portugal,Portugal,Felgueiras,,-,Defender,RM   RW,Portugal,,RM,RW
2.0,José Pedro,Right-Back,"May 18, 2004 ",19,Portugal,Portugal,,,-,Defender,,Portugal,,,
62.0,Tiago Freitas,Right-Back,"Jan 11, 2004 ",20,Portugal,Portugal,,"1,80",-,Defender,LB,Portugal,,LB,
,Rodrigo Pinheiro,Right-Back,"Feb 1, 2004 ",20,Portugal,Portugal,Chaves,"1,73",-,Defender,DM   LB,Portugal,,DM,LB
89.0,Gustavo Almeida,Right-Back,"Jun 3, 2004 ",19,Portugal,Portugal,Aveiro,"1,76",-,Defender,RM   RW,Portugal,,RM,RW
58.0,David Monteiro,Right-Back,"Mar 13, 2004 ",20,Portugal,Portugal,Lisboa,"1,77",-,Defender,LB,Portugal,,LB,
97.0,Travassos,Right-Back,"Mar 31, 2004 ",20,Portugal,Portugal,Lisboa,"1,76",-,Defender,RW   LB,Portugal,,RW,LB
76.0,Dinis,Right-Back,"Jan 12, 2005 ",19,Portugal,Portugal,Pacos de Ferreira,"1,72",€500k,Defender,LB   RW,Portugal,,LB,RW
,Afonso Correia,Right-Back,"Oct 10, 2005 ",18,Portugal,Portugal,,"1,75",-,Defender,LW   RW,Portugal,,LW,RW
,Lucas D'Agrella,Right-Back,"Mar 26, 2005 ",19,Portugal,Portugal,,"1,88",-,Defender,,Portugal,,,
,Leandro Santos,Right-Back,"Sep 28, 2005 ",18,Portugal,Portugal,Barreiro,,-,Defender,,Portugal,,,
,Rafael Vilela,Right-Back,"Jan 18, 2005 ",19,Portugal,Portugal,,"1,81",-,Defender,LB,Portugal,,LB,
2.0,José Silva,Right-Back,"Aug 20, 2005 ",18,Portugal,Portugal,Cascais,"1,80",-,Defender,RW,Portugal,,RW,
,Rúben Coelho,Right-Back,"Apr 1, 2005 ",19,Portugal,Portugal,,"1,70",-,Defender,RM,Portugal,,RM,
,Afonso Machado,Right-Back,"Feb 25, 2005 ",19,Portugal,Portugal,Braga,"1,74",-,Defender,,Portugal,,,
76.0,Tomás Marques,Right-Back,"Feb 16, 2005 ",19,Portugal,Portugal,Tondela,"1,65",-,Defender,LB,Portugal,,LB,
2.0,Denis Ventura,Right-Back,"Apr 6, 2005 ",19,Portugal,Portugal,,"1,75",-,Defender,,Portugal,,,
2.0,Danny Ramos,Right-Back,"Mar 12, 2005 ",19,"Portugal, South Africa",Portugal,,"1,84",-,Defender,RM,Portugal, South Africa,RM,
2.0,Karse,Right-Back,"Mar 18, 2005 ",19,"Georgia, Portugal",Portugal,Vila do Conde,"1,75",€100k,Defender,RM,Georgia, Portugal,RM,
,João Machado,Right-Back,"Feb 11, 2005 ",19,Portugal,Portugal,Lisboa,,-,Defender,,Portugal,,,
,Eduardo Fernandes,Right-Back,"Jun 5, 2005 ",18,Portugal,Portugal,,"1,81",-,Defender,RW,Portugal,,RW,
72.0,Júlio Gil,Right-Back,"Jun 27, 2005 ",18,Portugal,Portugal,Lisboa,"1,74",-,Defender,,Portugal,,,
,João Santos,Right-Back,"Jan 21, 2005 ",19,Portugal,Portugal,Loures,"1,75",-,Defender,,Portugal,,,
,Samuel Dias Semedo,Right-Back,"Sep 15, 2005 ",18,"France, Portugal",Portugal,Almada,"1,64",-,Defender,,France, Portugal,,
52.0,Duarte Oliveira,Right-Back,"Mar 14, 2005 ",19,Portugal,Portugal,Porto,"1,76",-,Defender,DM,Portugal,,DM,
2.0,Leonardo Raposo,Right-Back,"Sep 20, 2005 ",18,Portugal,Portugal,Vila das Lajes,"1,65",-,Defender,,Portugal,,,
36.0,Diogo Pinto,Right-Back,"May 26, 2005 ",18,Portugal,Portugal,Pacos de Ferreira,"1,86",-,Defender,RM   CB,Portugal,,RM,CB
,João Conceição,Right-Back,"Apr 23, 2005 ",18,Portugal,Portugal,Loule,"1,77",-,Defender,RM   LB,Portugal,,RM,LB
85.0,Álvaro Silveira,Defensive Midfield,"Jan 15, 1985 ",39,Portugal,Portugal,Horta,,-,Midfielder,,Portugal,,,
,Bruno Joel,Defensive Midfield,"Feb 20, 1985 ",39,Portugal,Portugal,Caldas de Sao Jorge,,-,Midfielder,CB   RB,Portugal,,CB,RB
,Ricardo Rigôr,Defensive Midfield,"Oct 13, 1985 ",38,Portugal,Portugal,Sesimbra,,-,Midfielder,,Portugal,,,
,Gualtar Bilro,Defensive Midfield,"Nov 22, 1985 ",38,Portugal,Portugal,Valongo,"1,82",-,Midfielder,CB,Portugal,,CB,
,Tiago Cerqueira,Defensive Midfield,"Sep 22, 1985 ",38,Portugal,Portugal,,,-,Midfielder,CM,Portugal,,CM,
,Manuel Godinho,Defensive Midfield,"Aug 1, 1985 ",38,Portugal,Portugal,Oliveira de Azemeis,"1,85",-,Midfielder,CB,Portugal,,CB,
,Daniel Barbosa,Defensive Midfield,"Mar 21, 1985 ",39,Portugal,Portugal,Freamunde,,-,Midfielder,CM,Portugal,,CM,
,Fernando Alexandre,Defensive Midfield,"Aug 2, 1985 ",38,Portugal,Portugal,Lourinha,"1,84",-,Midfielder,CB   CM,Portugal,,CB,CM
,Nélson Santos,Defensive Midfield,"Mar 7, 1985 ",39,Portugal,Portugal,Arrifana,,-,Midfielder,CM,Portugal,,CM,
,Renato Margaça,Defensive Midfield,"Jul 17, 1985 ",38,"Cyprus, Portugal",Portugal,Covilha,"1,69",-,Midfielder,LB   CM,Cyprus, Portugal,LB,CM
,Fábio Ferreira,Defensive Midfield,"Feb 20, 1985 ",39,Portugal,Portugal,Ovar,"1,81",-,Midfielder,CB   CM,Portugal,,CB,CM
,Pedro Stanic,Defensive Midfield,"Jan 6, 1985 ",39,Portugal,Portugal,Loures,"1,86",-,Midfielder,CM,Portugal,,CM,
,Hugo Veiga,Defensive Midfield,"Feb 22, 1985 ",39,Portugal,Portugal,Braga,"1,82",-,Midfielder,,Portugal,,,
,Carlos Miguel,Defensive Midfield,"Jul 30, 1985 ",38,Portugal,Portugal,Figueira da Foz,"1,83",-,Midfielder,,Portugal,,,
,André Carvalho,Defensive Midfield,"Mar 12, 1985 ",39,Portugal,Portugal,Vila do Conde,"1,78",-,Midfielder,CM,Portugal,,CM,
,Paulo Tavares,Defensive Midfield,"Dec 9, 1985 ",38,Portugal,Portugal,Porto,"1,79",-,Midfielder,CM,Portugal,,CM,
,Wilson Sanches Leal,Defensive Midfield,"Apr 15, 1985 ",38,Portugal,Portugal,Setubal,"1,78",-,Midfielder,,Portugal,,,
,André Leão,Defensive Midfield,"May 20, 1985 ",38,Portugal,Portugal,Freamunde,"1,85",-,Midfielder,CM   AM,Portugal,,CM,AM
,Semedo,Defensive Midfield,"Jan 11, 1985 ",39,Portugal,Portugal,Setubal,"1,83",-,Midfielder,CB,Portugal,,CB,
44.0,Miguel Veloso,Defensive Midfield,"May 11, 1986 ",37,Portugal,Portugal,Coimbra,"1,80",€400k,Midfielder,CM,Portugal,,CM,
,Tiago Marques,Defensive Midfield,N/A ,37,Portugal,Portugal,Montemor-O-Novo,"1,85",-,Midfielder,CB,Portugal,,CB,
8.0,Capela,Defensive Midfield,"Oct 15, 1986 ",37,Portugal,Portugal,Vila das Aves,,-,Midfielder,,Portugal,,,
,Capela,Defensive Midfield,"Jan 28, 1986 ",38,Portugal,Portugal,Arouca,"1,88",-,Midfielder,CB   RB,Portugal,,CB,RB
,Nélson Piquet,Defensive Midfield,"May 12, 1986 ",37,Portugal,Portugal,Paredes,,-,Midfielder,CM   LM,Portugal,,CM,LM
,Manuel Curto,Defensive Midfield,"Jul 9, 1986 ",37,Portugal,Portugal,Torres Vedras,"1,87",-,Midfielder,CM   CF,Portugal,,CM,CF
,Gonçalo Santos,Defensive Midfield,"Nov 15, 1986 ",37,Portugal,Portugal,Lamego,"1,85",-,Midfielder,CB,Portugal,,CB,
,Tiago Leite,Defensive Midfield,"Nov 14, 1986 ",37,Portugal,Portugal,Ovar,,-,Midfielder,CM,Portugal,,CM,
,Jonathan,Defensive Midfield,"Jan 15, 1986 ",38,Portugal,Portugal,Santa Maria de Lamas,"1,82",-,Midfielder,CB,Portugal,,CB,
,Ibraime Cassamá,Defensive Midfield,"Jan 24, 1986 ",38,"Guinea-Bissau, Portugal",Portugal,Lisboa,"1,86",-,Midfielder,CB,Guinea-Bissau, Portugal,CB,
,Fábio Pereira,Defensive Midfield,"Mar 18, 1986 ",38,Portugal,Portugal,Coimbra,"1,84",-,Midfielder,CB,Portugal,,CB,
,Romeu,Defensive Midfield,"Feb 17, 1986 ",38,Portugal,Portugal,Paredes,"1,85",-,Midfielder,,Portugal,,,
,Duarte Pereira,Defensive Midfield,"Jan 12, 1986 ",38,Portugal,Portugal,Felgueiras,,-,Midfielder,CM,Portugal,,CM,
,Marco Rodrigues Simoes,Defensive Midfield,"Aug 1, 1986 ",37,"Luxembourg, Brazil",Portugal,Canas de Senhorim,"1,72",-,Midfielder,RB   CB,Luxembourg, Brazil,RB,CB
,Grosso,Defensive Midfield,"Jun 11, 1986 ",37,Portugal,Portugal,Sao Tome de Negrelos,"1,80",-,Midfielder,CM   RB,Portugal,,CM,RB
8.0,Vítor Gomes,Defensive Midfield,"Dec 25, 1987 ",36,Portugal,Portugal,Vila do Conde,"1,82",€100k,Midfielder,CM   AM,Portugal,,CM,AM
