Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions,Nationality 1,Nationality 2,Nationality 3,Position 2,Position 3
7.0,Gil Muntadas,Attacking Midfield,"Sep 25, 1993 ",30.0,Spain,Spain,Vic,"1,79",€200k,Midfielder,LW   RW,Spain,,,LW,RW
8.0,José Artiles,Attacking Midfield,"Jun 10, 1993 ",31.0,Spain,Spain,Las Palmas de Gran Canaria,"1,69",€200k,Midfielder,CM,Spain,,,CM,
20.0,Miguel Ángel Sainz-Maza,Attacking Midfield,"Jan 6, 1993 ",31.0,Spain,Spain,Santona,"1,83",€200k,Midfielder,LW   CM,Spain,,,LW,CM
,Pablo Pérez,Attacking Midfield,"Aug 2, 1993 ",30.0,Spain,Spain,Gijon,"1,87",€150k,Midfielder,,Spain,,,,
10.0,Juan Carlos Camacho,Attacking Midfield,"Aug 6, 1993 ",30.0,Spain,Spain,Lepe,,€100k,Midfielder,,Spain,,,,
,António Pinheiro,Attacking Midfield,"Jun 10, 1993 ",31.0,Portugal,Spain,Badajoz,"1,80",-,Midfielder,RW   LW,Portugal,,,RW,LW
11.0,Quino,Attacking Midfield,"Apr 17, 1993 ",31.0,Spain,Spain,Segovia,"1,78",-,Midfielder,,Spain,,,,
5.0,Brais Calvo,Attacking Midfield,"Mar 12, 1993 ",31.0,Spain,Spain,Milladoiro,,-,Midfielder,,Spain,,,,
,Richy Hurtado,Attacking Midfield,"Nov 13, 1993 ",30.0,"Spain, Peru",Spain,Valencia,"1,80",-,Midfielder,RM   CF,Spain, Peru,,RM,CF
,Isra Castillo,Attacking Midfield,"Jul 31, 1993 ",30.0,Spain,Spain,La Linea de la Concepcion,"1,69",-,Midfielder,RM   CF,Spain,,,RM,CF
,Álex Ortega,Attacking Midfield,"Dec 1, 1993 ",30.0,Spain,Spain,Lachar,,-,Midfielder,CM,Spain,,,CM,
,Álvaro Alonso,Attacking Midfield,"Jul 13, 1993 ",31.0,Spain,Spain,Vigo,"1,71",-,Midfielder,SS,Spain,,,SS,
,Alvaro Mérida,Attacking Midfield,"Mar 30, 1993 ",31.0,Spain,Spain,Madrid,"1,80",-,Midfielder,,Spain,,,,
17.0,Iván Agudo,Attacking Midfield,"Jun 28, 1993 ",31.0,Spain,Spain,Castellon,"1,76",-,Midfielder,RW   LW,Spain,,,RW,LW
,Carlos Carrasco,Attacking Midfield,"Feb 14, 1993 ",31.0,Spain,Spain,Alicante,,-,Midfielder,RW   LW,Spain,,,RW,LW
,Cristófol Torres,Attacking Midfield,"Dec 29, 1993 ",30.0,Spain,Spain,Inca,"1,75",-,Midfielder,,Spain,,,,
,Guillermo Palacios,Attacking Midfield,"Apr 12, 1993 ",31.0,Spain,Spain,Madrid,"1,82",-,Midfielder,,Spain,,,,
,Juanma,Attacking Midfield,"Jan 23, 1993 ",31.0,Spain,Spain,Sevilla,,-,Midfielder,,Spain,,,,
,Néstor Salinas,Attacking Midfield,"Feb 28, 1993 ",31.0,Spain,Spain,Cabanillas,"1,88",-,Midfielder,CM,Spain,,,CM,
,Sam Gilroy,Attacking Midfield,"Jun 27, 1993 ",31.0,"Gibraltar, Spain",Portugal,Marbella,"1,82",-,Midfielder,CM   RW,Gibraltar, Spain,,CM,RW
10.0,Carri,Attacking Midfield,"Apr 14, 1993 ",31.0,Spain,Portugal,San Fernando,"1,74",-,Midfielder,,Spain,,,,
,Javier Prieto-Castro,Attacking Midfield,N/A ,30.0,,Portugal,,,-,Midfielder,,,,,,
,Diego Godoy,Attacking Midfield,"Jul 8, 1993 ",31.0,Spain,Portugal,Torremolinos,,-,Midfielder,,Spain,,,,
16.0,Pepe Delgado,Attacking Midfield,"Sep 4, 1993 ",30.0,Spain,Portugal,Santa Cruz de Tenerife,"1,75",-,Midfielder,CM   LW,Spain,,,CM,LW
,Edu Alarte,Attacking Midfield,"Jul 6, 1993 ",31.0,Spain,Portugal,Caravaca,,-,Midfielder,,Spain,,,,
,Daniel Vadillo,Attacking Midfield,"May 6, 1993 ",31.0,Spain,Portugal,Madrid,"1,77",-,Midfielder,,Spain,,,,
,Miguel Herranz,Attacking Midfield,"Jul 6, 1993 ",31.0,Spain,Portugal,Las Rozas,"1,76",-,Midfielder,CM,Spain,,,CM,
,Xabi Calvo,Attacking Midfield,"Jan 8, 1993 ",31.0,Spain,Portugal,Tafalla,,-,Midfielder,,Spain,,,,
10.0,Ivi López,Attacking Midfield,"Jun 29, 1994 ",30.0,Spain,Spain,Madrid,"1,74",€1.50m,Midfielder,LW   RW,Spain,,,LW,RW
,Fede Vico,Attacking Midfield,"Jul 4, 1994 ",30.0,Spain,Spain,Cordoba,"1,79",€600k,Midfielder,LW,Spain,,,LW,
,Cristian Benavente,Attacking Midfield,"May 19, 1994 ",30.0,"Peru, Spain",Spain,Alcala de Henares,"1,72",€325k,Midfielder,SS   RW,Peru, Spain,,SS,RW
,Israel Suero,Attacking Midfield,"Apr 12, 1994 ",30.0,Spain,Spain,Madrid,"1,72",€200k,Midfielder,RW   LW,Spain,,,RW,LW
,Asier Etxaburu,Attacking Midfield,"Apr 7, 1994 ",30.0,Spain,Spain,Ondarroa,"1,81",€150k,Midfielder,CM,Spain,,,CM,
,Nando Quesada,Attacking Midfield,"Jan 5, 1994 ",30.0,Spain,Spain,Sabadell,"1,79",€150k,Midfielder,CM,Spain,,,CM,
,Emiliano Franco,Attacking Midfield,"Oct 21, 1994 ",29.0,"Argentina, Italy",Spain,Zaragoza,"1,82",€125k,Midfielder,RW   LW,Argentina, Italy,,RW,LW
,Miguel Díaz,Attacking Midfield,"Jan 24, 1994 ",30.0,Spain,Spain,Pamplona,"1,85",€100k,Midfielder,CM,Spain,,,CM,
,Christian Guijarro,Attacking Midfield,"Dec 13, 1994 ",29.0,Spain,Spain,Andoain,,-,Midfielder,RW   LW,Spain,,,RW,LW
,David Fernández,Attacking Midfield,"Nov 2, 1994 ",29.0,Spain,Spain,Burgos,,-,Midfielder,,Spain,,,,
,Javier Rodríguez,Attacking Midfield,"Jan 4, 1994 ",30.0,Spain,Spain,San Roque,,-,Midfielder,LM,Spain,,,LM,
20.0,Gonzalo Sáiz,Attacking Midfield,"Feb 3, 1994 ",30.0,Spain,Spain,Requena,,-,Midfielder,LW,Spain,,,LW,
,Jorge Junco,Attacking Midfield,"Apr 14, 1994 ",30.0,Spain,Spain,Cordoba,"1,77",-,Midfielder,RW   LW,Spain,,,RW,LW
22.0,Denis Suárez,Attacking Midfield,"Jan 6, 1994 ",30.0,Spain,Spain,Salceda de Caselas,"1,76",€1.50m,Midfielder,LW   CM,Spain,,,LW,CM
,Jorge Pombo,Attacking Midfield,"Feb 22, 1994 ",30.0,Spain,Spain,Zaragoza,"1,77",€400k,Midfielder,CF   LW,Spain,,,CF,LW
,Nili Perdomo,Attacking Midfield,"Feb 18, 1994 ",30.0,Spain,Spain,Las Palmas de Gran Canaria,"1,76",€250k,Midfielder,RB   RW,Spain,,,RB,RW
26.0,Víctor Alonso,Attacking Midfield,"Dec 23, 1994 ",29.0,Spain,Spain,Barcelona,"1,83",€200k,Midfielder,CM,Spain,,,CM,
,Martín Bengoa,Attacking Midfield,"Nov 21, 1994 ",29.0,Spain,Spain,Otxandio,"1,76",€150k,Midfielder,CM   RW,Spain,,,CM,RW
,Juan Cámara,Attacking Midfield,"Feb 13, 1994 ",30.0,Spain,Spain,Jaen,"1,84",€150k,Midfielder,LW   RW,Spain,,,LW,RW
,Sergio Nanclares,Attacking Midfield,"Jun 3, 1994 ",30.0,Spain,Spain,Madrid,"1,80",€100k,Midfielder,LW   RW,Spain,,,LW,RW
,José Cascales,Attacking Midfield,"May 6, 1994 ",30.0,Spain,Spain,Murcia,"1,75",-,Midfielder,CM,Spain,,,CM,
,Carlos Gómez,Attacking Midfield,"Feb 21, 1994 ",30.0,Spain,Spain,Madrid,"1,75",-,Midfielder,LW   RW,Spain,,,LW,RW
,Christo,Attacking Midfield,"Oct 30, 1994 ",29.0,"Dominican Republic, Spain",Spain,Tortosa,"1,64",-,Midfielder,LM   LB,Dominican Republic, Spain,,LM,LB
15.0,Aleixo Cabral,Attacking Midfield,"Dec 1, 1994 ",29.0,"Spain, Cape Verde",Spain,Ponferrada,,-,Midfielder,,Spain, Cape Verde,,,
10.0,Carlos Meseguer,Attacking Midfield,"Jul 22, 1994 ",29.0,Spain,Spain,Castellon,,-,Midfielder,CM,Spain,,,CM,
,Fran Oller,Attacking Midfield,"Apr 22, 1994 ",30.0,Spain,Spain,Cantoria,"1,78",-,Midfielder,CM,Spain,,,CM,
9.0,Ale González,Attacking Midfield,"Dec 18, 1994 ",29.0,Spain,Spain,Las Palmas de Gran Canaria,"1,76",-,Midfielder,LW   RW,Spain,,,LW,RW
,Álex Jiménez,Attacking Midfield,"Jan 14, 1994 ",30.0,Spain,Spain,Sanlucar de Barrameda,,-,Midfielder,,Spain,,,,
6.0,José Manuel Ruiz,Attacking Midfield,"Dec 19, 1994 ",29.0,Spain,Spain,Caudete,"1,75",-,Midfielder,CM,Spain,,,CM,
,Cristian González,Attacking Midfield,"Jun 30, 1994 ",30.0,Spain,Spain,Las Palmas de Gran Canaria,,-,Midfielder,,Spain,,,,
,Ayub,Attacking Midfield,"Aug 26, 1994 ",29.0,"Morocco, Spain",Spain,Barcelona,,-,Midfielder,CM,Morocco, Spain,,CM,
21.0,Juanra Martínez,Attacking Midfield,"Jan 21, 1994 ",30.0,Spain,Spain,Beniajan,"1,86",-,Midfielder,CM,Spain,,,CM,
,José Manuel Pavón,Attacking Midfield,"Feb 8, 1994 ",30.0,Spain,Spain,Sevilla,,-,Midfielder,,Spain,,,,
,Alberto Lozano,Attacking Midfield,"May 14, 1994 ",30.0,Spain,Spain,Madrid,"1,71",-,Midfielder,RW   LW,Spain,,,RW,LW
7.0,Xavi Pluvins,Attacking Midfield,"Jul 7, 1994 ",30.0,Spain,Portugal,Barcelona,,-,Midfielder,,Spain,,,,
,Mia Guasch,Attacking Midfield,"May 30, 1994 ",30.0,Spain,Portugal,Torredembarra,"1,73",-,Midfielder,CM,Spain,,,CM,
,Marcel Serramitja,Attacking Midfield,"Jul 27, 1994 ",29.0,Spain,Portugal,La Cellera de Ter,,-,Midfielder,RW,Spain,,,RW,
,Ander Alday,Attacking Midfield,"Aug 27, 1994 ",29.0,Spain,Portugal,Vitoria-Gasteiz,"1,69",-,Midfielder,,Spain,,,,
,Mon,Attacking Midfield,"Sep 2, 1994 ",29.0,Spain,Portugal,Santiago de Compostela,,-,Midfielder,,Spain,,,,
8.0,Ale Pipo,Attacking Midfield,"Aug 19, 1994 ",29.0,Spain,Portugal,Las Palmas de Gran Canaria,"1,77",-,Midfielder,,Spain,,,,
,Ismael César,Attacking Midfield,"Nov 15, 1994 ",29.0,Spain,Portugal,Las Cabezas,"1,65",-,Midfielder,,Spain,,,,
,Borja Lasso,Attacking Midfield,"Jan 1, 1994 ",30.0,Spain,Portugal,Sevilla,"1,78",-,Midfielder,LW,Spain,,,LW,
,Sergio Jerez,Attacking Midfield,"May 30, 1994 ",30.0,Spain,Portugal,Madrid,"1,74",-,Midfielder,RW   LW,Spain,,,RW,LW
,Jon Toral,Attacking Midfield,"Feb 5, 1995 ",29.0,"Spain, England",Spain,Reus,"1,84",€700k,Midfielder,LM   RM,Spain, England,,LM,RM
8.0,Luis Alcalde,Attacking Midfield,"May 6, 1995 ",29.0,Spain,Spain,Roquetas de Mar,"1,84",€250k,Midfielder,CM,Spain,,,CM,
11.0,Marc Fraile,Attacking Midfield,"May 17, 1995 ",29.0,Spain,Spain,Sant Antoni de Portmany,,€200k,Midfielder,LW   RW,Spain,,,LW,RW
,José Antonio González,Attacking Midfield,"Oct 20, 1995 ",28.0,Spain,Spain,Puente Genil,"1,83",€200k,Midfielder,CM,Spain,,,CM,
,Eneko Capilla,Attacking Midfield,"Jun 13, 1995 ",29.0,Spain,Spain,San Sebastian,"1,67",€150k,Midfielder,CM,Spain,,,CM,
,Antonio Cintas,Attacking Midfield,"May 11, 1995 ",29.0,Spain,Spain,San Roque,,€25k,Midfielder,RW   RM,Spain,,,RW,RM
,José Manuel González,Attacking Midfield,"May 29, 1995 ",29.0,Spain,Spain,Bembibre,,-,Midfielder,CM,Spain,,,CM,
,Adrián Freire,Attacking Midfield,"Sep 18, 1995 ",28.0,Spain,Spain,Cangas do Morrazo,,-,Midfielder,,Spain,,,,
,Julio Rey,Attacking Midfield,"Mar 18, 1995 ",29.0,Spain,Spain,Vilagarcia de Arousa,,-,Midfielder,RW   CM,Spain,,,RW,CM
,Jesús Sosa,Attacking Midfield,"Apr 10, 1995 ",29.0,Spain,Spain,Mairena del Alcor,,-,Midfielder,,Spain,,,,
,Unai Arguiarro,Attacking Midfield,"Apr 9, 1995 ",29.0,Spain,Spain,Erandio,,-,Midfielder,,Spain,,,,
21.0,Fran Sabaté,Attacking Midfield,"Oct 18, 1995 ",28.0,Spain,Spain,Sevilla,"1,83",-,Midfielder,LW   CM,Spain,,,LW,CM
10.0,Juanca González,Attacking Midfield,"Jul 6, 1995 ",29.0,Spain,Spain,Jaen,"1,68",-,Midfielder,LW,Spain,,,LW,
,Xemi Fernández,Attacking Midfield,"Feb 2, 1995 ",29.0,Spain,Spain,Barcelona,"1,84",€400k,Midfielder,CM   CF,Spain,,,CM,CF
10.0,Diego Gregori,Attacking Midfield,"Jul 26, 1995 ",28.0,Spain,Spain,Valencia,"1,74",€225k,Midfielder,CM,Spain,,,CM,
,Jaime Santos,Attacking Midfield,"Apr 27, 1995 ",29.0,Spain,Spain,Oviedo,"1,80",€200k,Midfielder,CM   LW,Spain,,,CM,LW
10.0,Juan López,Attacking Midfield,"Aug 1, 1995 ",28.0,Spain,Spain,Oviedo,,€150k,Midfielder,CM   RW,Spain,,,CM,RW
10.0,Vicent Albert,Attacking Midfield,"Sep 9, 1995 ",28.0,Spain,Spain,Silla,,€50k,Midfielder,CM,Spain,,,CM,
,Kike Rausell,Attacking Midfield,"Sep 7, 1995 ",28.0,Spain,Spain,Calatayud,"1,82",€25k,Midfielder,,Spain,,,,
11.0,Rubén Riesco,Attacking Midfield,"Jan 11, 1995 ",29.0,Spain,Spain,Oviedo,"1,77",-,Midfielder,LW   CF,Spain,,,LW,CF
,Edu,Attacking Midfield,"Jun 17, 1995 ",29.0,Spain,Spain,,"1,86",-,Midfielder,RW,Spain,,,RW,
,Koke,Attacking Midfield,"Nov 28, 1995 ",28.0,Spain,Spain,Ecija,"1,76",-,Midfielder,CM,Spain,,,CM,
,Aarón Parra,Attacking Midfield,"Jan 1, 1995 ",29.0,Spain,Spain,L'Hospitalet de Llobregat,,-,Midfielder,CM,Spain,,,CM,
,Javi Collado,Attacking Midfield,"Apr 22, 1995 ",29.0,Spain,Spain,Valladolid,,-,Midfielder,,Spain,,,,
,Gabri Vidal,Attacking Midfield,"Aug 8, 1995 ",28.0,Spain,Spain,Reus,"1,78",-,Midfielder,RW   LW,Spain,,,RW,LW
,José Aguinaga,Attacking Midfield,"May 11, 1995 ",29.0,Spain,Spain,Madrid,"1,78",-,Midfielder,,Spain,,,,
10.0,Nacho Fernández,Attacking Midfield,"May 29, 1995 ",29.0,Spain,Spain,Ecija,,-,Midfielder,CM   RW,Spain,,,CM,RW
14.0,Eloy Jiménez,Attacking Midfield,"Jan 30, 1995 ",29.0,Spain,Spain,Hellin,"1,74",-,Midfielder,RW   LW,Spain,,,RW,LW
,Míchel González,Attacking Midfield,"Jul 18, 1995 ",28.0,Spain,Spain,Ribafrecha,"1,83",-,Midfielder,,Spain,,,,
,Jordi Oribe,Attacking Midfield,"Jun 1, 1995 ",29.0,Spain,Spain,Reus,"1,77",-,Midfielder,,Spain,,,,
8.0,Óscar Oliva,Attacking Midfield,"Apr 10, 1995 ",29.0,Spain,Spain,San Fernando,"1,66",-,Midfielder,RW,Spain,,,RW,
,Kevin Pérez,Attacking Midfield,"Jan 17, 1995 ",29.0,Spain,Spain,Vigo,"1,73",-,Midfielder,,Spain,,,,
8.0,Pau Morer,Attacking Midfield,"Oct 10, 1995 ",28.0,Spain,Spain,Blanes,"1,71",-,Midfielder,LW   RW,Spain,,,LW,RW
,Raúl Godoy,Attacking Midfield,"Feb 22, 1995 ",29.0,Spain,Portugal,La Aldea de San Nicolas,,-,Midfielder,CM,Spain,,,CM,
,Kevin Sedeño,Attacking Midfield,N/A ,29.0,,Portugal,Ceuta,,-,Midfielder,,,,,,
,Antonio Domínguez,Attacking Midfield,"Dec 31, 1995 ",28.0,Spain,Portugal,Sanlucar de Barrameda,"1,78",-,Midfielder,CM,Spain,,,CM,
17.0,Fábio Polido,Attacking Midfield,"Jul 9, 1995 ",29.0,"Portugal, Spain",Portugal,Segovia,"1,74",-,Midfielder,CM,Portugal, Spain,,CM,
15.0,Álvaro Prada,Attacking Midfield,"May 23, 1995 ",29.0,Spain,Portugal,Santander,"1,74",-,Midfielder,CM   RW,Spain,,,CM,RW
,Tomás Abelleira,Attacking Midfield,"Mar 2, 1995 ",29.0,Spain,Portugal,Vigo,,-,Midfielder,,Spain,,,,
,Sevilla,Attacking Midfield,"Dec 31, 1995 ",28.0,Spain,Portugal,La Roda,,-,Midfielder,CM,Spain,,,CM,
,Nacho Buil,Attacking Midfield,"Jan 17, 1995 ",29.0,Spain,Portugal,Leganes,"1,86",-,Midfielder,,Spain,,,,
18.0,Pablo Fornals,Attacking Midfield,"Feb 22, 1996 ",28.0,Spain,Spain,Castello de la Plana,"1,78",€14.00m,Midfielder,CM   LM,Spain,,,CM,LM
,Pep Biel,Attacking Midfield,"Sep 5, 1996 ",27.0,Spain,Spain,Sant Joan,"1,72",€3.00m,Midfielder,RW   LW,Spain,,,RW,LW
,Óscar Pinchi,Attacking Midfield,"Jan 17, 1996 ",28.0,Spain,Spain,A Coruna,"1,71",€500k,Midfielder,RW   LW,Spain,,,RW,LW
17.0,Hugo Rama,Attacking Midfield,"Nov 22, 1996 ",27.0,Spain,Spain,Oroso,"1,77",€400k,Midfielder,CM   LW,Spain,,,CM,LW
,Abdel Al-Badaoui,Attacking Midfield,"May 25, 1996 ",28.0,"Morocco, Spain",Spain,,"1,79",€250k,Midfielder,LW   RW,Morocco, Spain,,LW,RW
14.0,Bicho,Attacking Midfield,"Feb 20, 1996 ",28.0,Spain,Spain,Sada,"1,75",€250k,Midfielder,CM,Spain,,,CM,
,Manu Ramírez,Attacking Midfield,"Mar 8, 1996 ",28.0,Spain,Spain,Lepe,"1,77",€200k,Midfielder,CM   LW,Spain,,,CM,LW
22.0,Víctor Barroso,Attacking Midfield,"Dec 2, 1996 ",27.0,Spain,Spain,Huelva,"1,70",€150k,Midfielder,RW,Spain,,,RW,
,Albert Torras,Attacking Midfield,"Jun 13, 1996 ",28.0,Spain,Spain,Vallgorguina,"1,83",€150k,Midfielder,CM,Spain,,,CM,
,Adrià Arjona,Attacking Midfield,"Feb 28, 1996 ",28.0,Spain,Spain,Vila-Seca,"1,75",€50k,Midfielder,,Spain,,,,
14.0,Champi,Attacking Midfield,"May 17, 1996 ",28.0,Spain,Spain,Cangas de Morrazo,,-,Midfielder,,Spain,,,,
10.0,Albert Valero,Attacking Midfield,"Jan 1, 1996 ",28.0,Spain,Spain,Cheste,,-,Midfielder,,Spain,,,,
10.0,Salva Vegas,Attacking Midfield,"Sep 18, 1996 ",27.0,Spain,Spain,Alameda,,-,Midfielder,,Spain,,,,
20.0,Kirian Rodríguez,Attacking Midfield,"Mar 5, 1996 ",28.0,Spain,Spain,Santa Cruz de Tenerife,"1,78",€12.00m,Midfielder,CM   RW,Spain,,,CM,RW
,José Pozo,Attacking Midfield,"Mar 15, 1996 ",28.0,Spain,Spain,Malaga,"1,71",€1.00m,Midfielder,LW   RW,Spain,,,LW,RW
7.0,Adrián Riera,Attacking Midfield,"Apr 19, 1996 ",28.0,Spain,Spain,Murcia,"1,78",€450k,Midfielder,RW   LW,Spain,,,RW,LW
20.0,Luismi Gutiérrez,Attacking Midfield,"Feb 19, 1996 ",28.0,Spain,Spain,Moriles,,€250k,Midfielder,LW   RW,Spain,,,LW,RW
11.0,Arturo Molina,Attacking Midfield,"Jul 18, 1996 ",27.0,Spain,Spain,Abaran,"1,83",€250k,Midfielder,CM   RW,Spain,,,CM,RW
,Jon Bakero,Attacking Midfield,"Nov 5, 1996 ",27.0,Spain,Spain,Sitges,"1,89",€200k,Midfielder,CM   CF,Spain,,,CM,CF
10.0,Gorka Marcos,Attacking Midfield,"Jan 2, 1996 ",28.0,Spain,Spain,Lasarte-Oria,,€150k,Midfielder,CM,Spain,,,CM,
,Ale Hernández,Attacking Midfield,"Jan 9, 1996 ",28.0,Spain,Spain,Santa Cruz de Tenerife,"1,87",€150k,Midfielder,,Spain,,,,
8.0,Borja Pascual,Attacking Midfield,"Jan 15, 1996 ",28.0,Spain,Spain,Madrid,,€50k,Midfielder,CM,Spain,,,CM,
,Alberto Chust,Attacking Midfield,"Feb 17, 1996 ",28.0,Spain,Spain,Chiclana de la Frontera,,-,Midfielder,,Spain,,,,
6.0,Guillermo Almirall,Attacking Midfield,"Apr 18, 1996 ",28.0,Spain,Spain,Los Rozas de Madrid,"1,79",-,Midfielder,DM   CM,Spain,,,DM,CM
,Ismael Córdoba Tomillero,Attacking Midfield,"Jun 5, 1996 ",28.0,Spain,Spain,La Linea de la Concepcion,,-,Midfielder,,Spain,,,,
,Kike Fajarnes,Attacking Midfield,"Mar 15, 1996 ",28.0,Spain,Spain,Ibiza,,-,Midfielder,CM,Spain,,,CM,
,Joseba García,Attacking Midfield,"Oct 22, 1996 ",27.0,Spain,Spain,Vitoria,,-,Midfielder,,Spain,,,,
,Fran Sánchez,Attacking Midfield,"Jan 1, 1996 ",28.0,Spain,Spain,Bejar,"1,68",-,Midfielder,,Spain,,,,
,Álvaro Belizón,Attacking Midfield,"May 14, 1996 ",28.0,Spain,Spain,San Fernando,"1,78",-,Midfielder,RW   LW,Spain,,,RW,LW
,Yeyo,Attacking Midfield,"Nov 29, 1996 ",27.0,Spain,Spain,,,-,Midfielder,CM,Spain,,,CM,
,Nacho Martín,Attacking Midfield,"Jun 18, 1996 ",28.0,Spain,Spain,Ecija,"1,70",-,Midfielder,,Spain,,,,
,Diego Puig,Attacking Midfield,"Mar 2, 1996 ",28.0,Spain,Spain,Zaragoza,,-,Midfielder,,Spain,,,,
19.0,Pancho Cotos,Attacking Midfield,"Mar 28, 1996 ",28.0,Spain,Spain,O Seijal,,-,Midfielder,,Spain,,,,
,Víctor Badiola,Attacking Midfield,"Jan 3, 1996 ",28.0,Spain,Spain,Santona,"1,74",-,Midfielder,,Spain,,,,
,Juanlu Maldonado,Attacking Midfield,"Jun 24, 1996 ",28.0,Spain,Spain,Miajadas,"1,67",-,Midfielder,LW,Spain,,,LW,
17.0,Nadjib Mengoud,Attacking Midfield,"May 25, 1996 ",28.0,"Spain, Algeria",Spain,Barcelona,,-,Midfielder,RW   LW,Spain, Algeria,,RW,LW
4.0,Rubén Sánchez,Attacking Midfield,"May 31, 1996 ",28.0,Spain,Spain,Torrelavega,"1,83",-,Midfielder,CM,Spain,,,CM,
,Federico Prieto,Attacking Midfield,"Apr 12, 1996 ",28.0,Spain,Spain,Madrid,,-,Midfielder,CM,Spain,,,CM,
,Manu Jiménez,Attacking Midfield,"Dec 16, 1996 ",27.0,Spain,Spain,Badia del Valles,"1,74",-,Midfielder,,Spain,,,,
,Carlos Puyi,Attacking Midfield,"Oct 31, 1996 ",27.0,Spain,Spain,Pozoblanco,"1,80",-,Midfielder,CM,Spain,,,CM,
,Carajito,Attacking Midfield,"Jun 23, 1996 ",28.0,Spain,Spain,Manilva,"1,70",-,Midfielder,,Spain,,,,
,Germán Ruiz,Attacking Midfield,"Mar 13, 1996 ",28.0,Spain,Spain,Ronda,"1,81",-,Midfielder,CF,Spain,,,CF,
,Alfonso Caravaca,Attacking Midfield,"Oct 30, 1996 ",27.0,Spain,Spain,Spanien,,-,Midfielder,,Spain,,,,
21.0,Alfredo Vega,Attacking Midfield,"Mar 14, 1996 ",28.0,Spain,Spain,Las Palmas de Gran Canaria,"1,80",-,Midfielder,CM,Spain,,,CM,
,Omar Toure,Attacking Midfield,"Feb 22, 1996 ",28.0,Spain,Spain,La Linea de la Concepcion,,-,Midfielder,SS   CF,Spain,,,SS,CF
,Sergio Paredes,Attacking Midfield,"Jun 25, 1996 ",28.0,Spain,Spain,Mancha Real,,-,Midfielder,,Spain,,,,
22.0,Oscar Lozano,Attacking Midfield,"Jun 14, 1996 ",28.0,Spain,Spain,Motril,,-,Midfielder,RW   LW,Spain,,,RW,LW
,Chico,Attacking Midfield,"Jul 11, 1996 ",28.0,Spain,Spain,La Linea de la Concepcion,,-,Midfielder,RW,Spain,,,RW,
,Iván Cifuentes,Attacking Midfield,"Jan 10, 1996 ",28.0,Spain,Spain,Albacete,"1,79",-,Midfielder,CM,Spain,,,CM,
11.0,Ángel Fernández,Attacking Midfield,"Mar 30, 1996 ",28.0,Spain,Spain,Betanzos,,-,Midfielder,CM,Spain,,,CM,
,Ramón Saavedra,Attacking Midfield,"Jan 17, 1996 ",28.0,Spain,Spain,Elche,,-,Midfielder,RW   LW,Spain,,,RW,LW
,Ander Mediavilla,Attacking Midfield,"Mar 22, 1996 ",28.0,Spain,Spain,Bilbao,"1,77",-,Midfielder,,Spain,,,,
,Gonzalo Merchán,Attacking Midfield,"Apr 19, 1996 ",28.0,Spain,Portugal,Madrid,"1,72",-,Midfielder,,Spain,,,,
23.0,Brais Méndez,Attacking Midfield,"Jan 7, 1997 ",27.0,Spain,Spain,Mos,"1,84",€40.00m,Midfielder,CM   RW,Spain,,,CM,RW
8.0,Riki Rodríguez,Attacking Midfield,"Sep 25, 1997 ",26.0,Spain,Spain,Oviedo,"1,75",€900k,Midfielder,CM,Spain,,,CM,
10.0,Christian Montes,Attacking Midfield,"Aug 10, 1997 ",26.0,Spain,Spain,Santa Cruz de Tenerife,"1,63",€400k,Midfielder,LW   RW,Spain,,,LW,RW
,Sergio Montero,Attacking Midfield,"Mar 17, 1997 ",27.0,Spain,Spain,Ripollet,,€300k,Midfielder,RW   LW,Spain,,,RW,LW
38.0,Imanol Arana,Attacking Midfield,"May 20, 1997 ",27.0,Spain,Spain,Pamplona,,€250k,Midfielder,CM,Spain,,,CM,
19.0,Pitu Doncel,Attacking Midfield,"Dec 2, 1997 ",26.0,Spain,Spain,Vigo,"1,73",€200k,Midfielder,CM   RW,Spain,,,CM,RW
,Luis Castillo,Attacking Midfield,"Apr 10, 1997 ",27.0,Spain,Spain,Benidorm,"1,76",€150k,Midfielder,LW   RW,Spain,,,LW,RW
,Pablo Haro,Attacking Midfield,"Jun 17, 1997 ",27.0,Spain,Spain,Segovia,"1,78",€100k,Midfielder,RW   LW,Spain,,,RW,LW
,Asier Parra,Attacking Midfield,"May 4, 1997 ",27.0,Spain,Spain,Abanto,"1,81",€100k,Midfielder,CM   LW,Spain,,,CM,LW
6.0,Goma,Attacking Midfield,"Aug 24, 1997 ",26.0,Spain,Spain,Jerez de la Frontera,,€50k,Midfielder,CM,Spain,,,CM,
,Arturo Lías,Attacking Midfield,"Aug 23, 1997 ",26.0,Spain,Spain,Santa Cruz de Tenerife,"1,88",-,Midfielder,CM,Spain,,,CM,
,Pablo Rivero,Attacking Midfield,"Nov 27, 1997 ",26.0,Spain,Spain,Lanzarote,"1,77",-,Midfielder,RW   LW,Spain,,,RW,LW
,Óscar Contreras,Attacking Midfield,"Dec 3, 1997 ",26.0,Spain,Spain,,"1,76",-,Midfielder,RW   CM,Spain,,,RW,CM
21.0,Óscar Melendo,Attacking Midfield,"Aug 23, 1997 ",26.0,Spain,Spain,Barcelona,"1,67",€2.00m,Midfielder,RW   CM,Spain,,,RW,CM
